Year,Value,Series
2010,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2011,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2012,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2013,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2014,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2015,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2016,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2017,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2018,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2019,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2020,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2021,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2022,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2023,100.0,3. Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated
2010,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2011,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2012,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2013,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2014,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2015,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2016,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2017,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2018,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2019,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2020,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2021,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2022,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2023,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2024,100.0,4. Proportion of the rural population who live within 2 km of an all-season road
2010,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2011,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2012,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2013,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2014,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2015,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2016,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2017,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2018,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2019,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2020,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2021,100.0,5. Percentage of population with primary reliance on clean fuels and technology
2022,100.0,5. Percentage of population with primary reliance on clean fuels and technology
