Year,Value,Series
2010,53.3,1. Proportion of population using safely managed sanitation services
2011,59.0,1. Proportion of population using safely managed sanitation services
2012,64.6,1. Proportion of population using safely managed sanitation services
2013,70.3,1. Proportion of population using safely managed sanitation services
2014,75.9,1. Proportion of population using safely managed sanitation services
2015,81.6,1. Proportion of population using safely managed sanitation services
2016,87.3,1. Proportion of population using safely managed sanitation services
2017,93.0,1. Proportion of population using safely managed sanitation services
2018,98.7,1. Proportion of population using safely managed sanitation services
2019,100.0,1. Proportion of population using safely managed sanitation services
2020,100.0,1. Proportion of population using safely managed sanitation services
2021,100.0,1. Proportion of population using safely managed sanitation services
2022,100.0,1. Proportion of population using safely managed sanitation services
2023,100.0,1. Proportion of population using safely managed sanitation services
2024,100.0,1. Proportion of population using safely managed sanitation services
2010,0.0,2. Proportion of population practicing open defecation
2011,0.0,2. Proportion of population practicing open defecation
2012,0.0,2. Proportion of population practicing open defecation
2013,0.0,2. Proportion of population practicing open defecation
2014,0.0,2. Proportion of population practicing open defecation
2015,0.0,2. Proportion of population practicing open defecation
2016,0.0,2. Proportion of population practicing open defecation
2017,0.0,2. Proportion of population practicing open defecation
2018,0.0,2. Proportion of population practicing open defecation
2019,0.0,2. Proportion of population practicing open defecation
2020,0.0,2. Proportion of population practicing open defecation
2021,0.0,2. Proportion of population practicing open defecation
2022,0.0,2. Proportion of population practicing open defecation
2023,0.0,2. Proportion of population practicing open defecation
2024,0.0,2. Proportion of population practicing open defecation
2010,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2011,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2012,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2013,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2014,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2015,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2016,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2017,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2018,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2019,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2020,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2021,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2022,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2023,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
2024,100.0,"3. Proportion having at least a bath, a shower or a toilet in their household"
